순번,판례ID,제목,법원,사건유형,판결유형,선고일자
167,240835,손해배상(기)[예탁금제 골프회원권 제도를 운영하였던 골프장이 그 제도를 폐지하고 입회금 일부를 회원들에게 반환하면서 요금할인 혜택을 부여하기로 합의한 경우 대중제 골프장을 양수한 양수인이 할인약정을 승계하는지 여부가 문제된 사건],대법원,대법원,민사,2024.05.09
168,240833,약정금반환[유사투자자문업자가 투자자문업을 영위하는 내용의 계약을 체결하면서 손실보전 내지 이익보장을 한 경우의 그 효력이 문제된 사건],대법원,대법원,민사,2024.05.09
169,241667,저작권침해정지등청구의소,대법원,대법원,민사,2024.05.09
170,240823,저작권침해정지등청구의소[공동저작권자가 다른 공동저작권자로부터 물적 분할에 따라 지분을 승계한 자를 상대로 제3자에 대한 이용허락의 금지 등을 구하는 외국적 요소가 있는 사건의 준거법이 무엇인지 문제된 사건],대법원,대법원,민사,2024.05.09
171,240829,정정보도등청구의소[공직자가 언론사 및 소속기자를 상대로 기사에 대한 정정보도 및 명예훼손으로 인한 손해배상을 청구한 사건],대법원,대법원,민사,2024.05.09
172,240831,채권압류및전부명령,대법원,대법원,민사,2024.05.09
173,240817,폐기물관리법위반,대법원,대법원,형사,2024.05.09
174,240731,집행에관한이의,대법원,대법원,민사,2024.04.30
175,240743,구상금[도시 일용근로자의 월 가동일수가 문제된 사건],대법원,대법원,민사,2024.04.25
176,240745,근로기준법위반[근로기준법 제111조의 ‘확정된 구제명령 또는 구제명령을 내용으로 하는 재심판정을 이행하지 아니한 자’의 범위가 문제된 사건],대법원,대법원,형사,2024.04.25
177,241511,대여금,대법원,대법원,민사,2024.04.25
178,240735,벌점부과처분취소[건설기술 진흥법 제53조 제1항에서 규정한 벌점부과처분이 부과 여부에 관하여 기속행위인지가 문제된 사안],대법원,대법원,일반행정,2024.04.25
179,241505,부당이득금,대법원,대법원,민사,2024.04.25
180,240751,부당이득금[유사수신행위로 체결된 계약의 효력이 문제된 사건],대법원,대법원,민사,2024.04.25
181,241509,설계용역대금,대법원,대법원,민사,2024.04.25
182,240749,소유권이전등기,대법원,대법원,민사,2024.04.25
183,240747,손해배상(국)[문서제출명령에대한재항고][금융감독원 직원이 직무상 작성하여 관리하는 문서가 제출을 거부할 수 있는 문서에 해당하는지 문제된 사건],대법원,대법원,민사,2024.04.25
184,240739,손해배상(기),대법원,대법원,민사,2024.04.25
185,240733,약정금,대법원,대법원,민사,2024.04.25
186,241507,임대료,대법원,대법원,민사,2024.04.25
187,240737,조합원지위확인[이전고시 후 분양목적물 매도에 따라 재건축조합원 지위 승계 여부가 문제된 사건],대법원,대법원,일반행정,2024.04.25
188,240741,특정경제범죄가중처벌등에관한법률위반(사기)[피고인들이 취득한 이득액을 구체적으로 산정할 수 없을 때 특정경제범죄 가중처벌 등에 관한 법률 제3조가 적용되는지에 관한 사안],대법원,대법원,형사,2024.04.25
189,241513,소송비용부담및확정,대법원,대법원,민사,2024.04.19
190,240753,소송비용부담및확정,대법원,대법원,민사,2024.04.19
191,241515,가처분취소,대법원,대법원,민사,2024.04.18
192,240643,교원노동관계중재재정취소청구,대법원,대법원,일반행정,2024.04.16
193,241521,부당이득금,대법원,대법원,민사,2024.04.16
194,241523,부당이득금,대법원,대법원,민사,2024.04.16
195,240647,부정청탁및금품등수수의금지에관한법률위반·공무상비밀누설[수사기관이 전자정보에 대한 압수·수색 과정에서 우연히 발견한 무관정보의 증거능력이 문제된 사건],대법원,대법원,형사,2024.04.16
196,240639,상관명예훼손[군형법상 상관명예훼손죄에 대한 위법성조각사유가 문제된 사건],대법원,대법원,형사,2024.04.16
197,240645,소유권이전등기,대법원,대법원,민사,2024.04.16
198,241525,위자료및손해배상청구의소,대법원,대법원,가사,2024.04.16
199,241519,채무부존재확인,대법원,대법원,민사,2024.04.16
200,240641,평균임금정정및보험급여차액청구거부처분취소[산업재해보상보험법상 평균임금 증감의 종기가 문제된 사건],대법원,대법원,일반행정,2024.04.16
201,241517,횡령금반환의소,대법원,대법원,민사,2024.04.16
202,241529,강제집행정지,대법원,대법원,민사,2024.04.12
203,240657,관리인지위부존재확인,대법원,대법원,민사,2024.04.12
204,240659,교통사고처리특례법위반(치상)·도로교통법위반(음주운전)[재심법원이 재심판결을 선고한 이후 재심청구의 취하가 허용되지 않는다고 한 사례],대법원,대법원,형사,2024.04.12
205,240663,법인세부과처분등취소청구[과세관청이 시가 평가를 위해 실시한 토지 소급 재감정의 적법성이 문제된 사건],대법원,대법원,세무,2024.04.12
206,240661,"부가가치세부과처분취소[주한 미합중국 군대의 군인, 군무원에게 통신용역을 공급한 것이 구 부가가치세법 시행령 제33조 제2항 제1호에서 정한 부가가치세 영세율 적용대상에 해당하는지 여부가 문제된 사건]",대법원,대법원,세무,2024.04.12
207,241533,부당이득금,대법원,대법원,민사,2024.04.12
208,240655,부당이득반환청구의소[부동산 임의경매절차에서 채권자의 질권자가 직접청구권을 행사하여 배당금을 수령하였는데 배당이 잘못된 경우 부당이득반환의무자가 누구인지 문제된 사건],대법원,대법원,민사,2024.04.12
209,240667,성폭력범죄의처벌및피해자보호등에관한법률위반(특수준강간)[유서의 증거능력과 관련하여 형사소송법 제314조의 ‘특히 신빙할 수 있는 상태’ 존재 여부가 문제된 사건],대법원,대법원,형사,2024.04.12
210,241527,손해배상(기),대법원,대법원,민사,2024.04.12
211,241531,임금,대법원,대법원,민사,2024.04.12
212,240649,임금등청구의소[부당하게 해고된 후 원직이 아닌 업무에 복직된 근로자가 사용자를 상대로 미지급 임금의 지급을 구하는 사건],대법원,대법원,민사,2024.04.12
213,240651,준강간미수[준강간죄의 장애미수 공소사실에 관한 심리결과 준강간죄의 불능미수 범죄사실이 인정되는 경우 직권심판의무가 인정되는지 여부가 문제된 사건],대법원,대법원,형사,2024.04.12
214,240665,증여세부과처분취소,대법원,대법원,세무,2024.04.12
215,240669,토지인도·매매대금,대법원,대법원,민사,2024.04.12
216,240653,특정범죄가중처벌등에관한법률위반(조세)·조세범처벌법위반,대법원,대법원,형사,2024.04.12
217,241535,소송비용액확정,대법원,대법원,민사,2024.04.09
218,240671,부동산임의경매[임의경매절차에서 유치권 신고자에 대한 매각기일 등 통지가 누락되었음을 이유로 한 매각불허가결정과 유치권 관련 신고내용을 기재한 매각물건명세서로 인해 매각허가결정이 위법한지 문제된 사건],대법원,대법원,민사,2024.04.05
219,241537,소송비용부담및소송비용확정,대법원,대법원,민사,2024.04.05
220,239991,공직선거법위반,대법원,대법원,형사,2024.04.04
221,239989,보수약정금[북한주민인 피고들과 위임 및 보수약정을 체결한 법무법인인 원고가 위임약정에 따른 업무 수행 후 피고들을 상대로 성공보수금을 청구한 사건],대법원,대법원,민사,2024.04.04
222,241351,부당이득금,대법원,대법원,민사,2024.04.04
223,241349,사해행위취소,대법원,대법원,민사,2024.04.04
224,241355,소유권이전등기,대법원,대법원,민사,2024.04.04
225,241353,손해배상(기),대법원,대법원,민사,2024.04.04
226,239987,입학전형이의신청거부처분및불합격처분취소의소[종교적 신념을 이유로 면접시험 일정 변경을 요구한 사건],대법원,대법원,일반행정,2024.04.04
227,239993,정산금등·대여금,대법원,대법원,민사,2024.04.04
228,241689,특정경제범죄가중처벌등에관한법률위반(사기)·업무상횡령·의료법위반,대법원,대법원,형사,2024.04.04
229,240319,허위진단서작성·업무상과실치사,대법원,대법원,형사,2024.04.04
230,239995,피해자보호명령등에대한재항고[피해자보호명령의 발령 요건 및 심리절차의 법령 위반이 문제된 사건],대법원,대법원,형사,2024.03.29
231,241359,보관금반환,대법원,대법원,민사,2024.03.28
232,241357,보증채무금,대법원,대법원,민사,2024.03.28
233,240005,부당이득금[채무를 면하는 경우와 같은 재산의 소극적 증가도 부당이득이 성립하기 위한 요건인 이익에 해당한다고 본 사례],대법원,대법원,민사,2024.03.28
234,239999,성폭력범죄의처벌등에관한특례법위반(친족관계에의한강간)·아동복지법위반(아동학대)·아동복지법위반(아동에대한음행강요·매개·성희롱등)·성폭력범죄의처벌등에관한특례법위반(13세미만미성년자유사성행위)·부착명령·부착명령,대법원,대법원,형사,2024.03.28
235,241361,수출신용보증금등청구의소,대법원,대법원,민사,2024.03.28
236,239997,어음금[기존회사가 채무면탈이라는 위법한 목적달성을 위해 회사제도를 남용한 경우 신설회사의 소멸시효 완성 주장이 신의칙상 허용되지 않는다고 본 사례],대법원,대법원,민사,2024.03.28
237,240001,이사회결의부존재및무효확인·이사회결의부존재및무효확인의소,대법원,대법원,민사,2024.03.28
238,240003,회생채권자표기재무효확인의소,대법원,대법원,민사,2024.03.28
239,239891,면책,대법원,대법원,민사,2024.03.14
240,239893,소년부송치결정에대한재항고[공범이 있는 소년 피고인에 대한 소년부송치결정에 대하여 검사가 재항고를 제기한 사건],대법원,대법원,형사,2024.03.13
241,239901,공사잔대금등,대법원,대법원,민사,2024.03.12
242,241563,관세등부과처분취소,대법원,대법원,일반행정,2024.03.12
243,239911,국적비보유판정취소의소[국적 취득에서 신뢰보호의 원칙의 적용 여부가 문제된 사건],대법원,대법원,일반행정,2024.03.12
244,241373,근로자지위확인등·근로자지위확인등,대법원,대법원,민사,2024.03.12
245,239895,근로자지위확인등·근로자지위확인등·근로자지위확인등·근로자지위확인등,대법원,대법원,민사,2024.03.12
246,241371,근로자지위확인등·근로자지위확인등·근로자지위확인등·근로자지위확인등·근로자지위확인등,대법원,대법원,민사,2024.03.12
247,239907,근저당권말소,대법원,대법원,민사,2024.03.12
248,241367,기타(금전),대법원,대법원,민사,2024.03.12
249,239917,대수선허가처분등취소의소[공동주택의 발코니에 설치된 벽의 해체가 문제된 사건],대법원,대법원,일반행정,2024.03.12
250,239899,물품대금,대법원,대법원,민사,2024.03.12
251,239905,부당이득금반환청구의소,대법원,대법원,민사,2024.03.12
